from,to
gene_27,gene_70
gene_27,gene_71
gene_27,gene_72
gene_27,gene_73
gene_27,gene_74
gene_27,gene_75
gene_27,gene_76
gene_27,gene_77
gene_27,gene_78
gene_27,gene_79
gene_27,gene_80
gene_27,gene_81
gene_27,gene_82
gene_27,gene_83
gene_27,gene_84
gene_27,gene_85
gene_27,gene_86
gene_27,gene_87
gene_27,gene_88
gene_27,gene_89
gene_27,gene_90
gene_27,gene_91
gene_27,gene_92
gene_27,gene_93
gene_27,gene_94
gene_27,gene_95
gene_27,gene_96
gene_27,gene_97
gene_27,gene_98
gene_27,gene_99
gene_27,gene_100
gene_27,gene_101
gene_27,gene_102
gene_27,gene_103
gene_27,gene_104
gene_27,gene_105
gene_27,gene_106
gene_27,gene_107
gene_27,gene_108
gene_27,gene_109
gene_27,gene_110
gene_27,gene_111
gene_27,gene_112
gene_27,gene_113
gene_27,gene_114
gene_27,gene_115
gene_27,gene_116
gene_27,gene_117
gene_27,gene_118
gene_27,gene_119
gene_27,gene_120
gene_27,gene_121
gene_27,gene_122
gene_27,gene_123
gene_27,gene_124
gene_27,gene_125
gene_27,gene_126
gene_27,gene_127
gene_27,gene_128
gene_27,gene_129
gene_27,gene_130
gene_27,gene_131
gene_27,gene_132
gene_27,gene_133
gene_27,gene_134
gene_27,gene_135
gene_27,gene_136
gene_27,gene_137
gene_27,gene_138
gene_27,gene_139
gene_27,gene_140
gene_27,gene_141
gene_27,gene_142
gene_27,gene_143
gene_27,gene_144
gene_27,gene_145
gene_27,gene_146
gene_27,gene_147
gene_27,gene_148
gene_27,gene_149
gene_27,gene_150
gene_27,gene_151
gene_27,gene_152
gene_27,gene_153
gene_27,gene_154
gene_27,gene_155
gene_27,gene_156
gene_27,gene_157
gene_27,gene_158
gene_27,gene_159
gene_27,gene_160
gene_27,gene_161
gene_27,gene_162
gene_27,gene_163
gene_27,gene_164
gene_27,gene_165
gene_27,gene_166
gene_27,gene_167
gene_27,gene_168
gene_27,gene_169
gene_27,gene_170
gene_27,gene_171
gene_27,gene_172
gene_27,gene_173
gene_27,gene_174
gene_27,gene_175
gene_27,gene_176
gene_27,gene_177
gene_27,gene_178
gene_27,gene_179
gene_27,gene_180
gene_27,gene_181
gene_27,gene_182
gene_27,gene_183
gene_27,gene_184
gene_27,gene_185
gene_27,gene_186
gene_27,gene_187
gene_27,gene_188
gene_27,gene_189
gene_27,gene_190
gene_27,gene_191
gene_27,gene_192
gene_27,gene_193
gene_27,gene_194
gene_27,gene_195
gene_27,gene_196
gene_27,gene_197
gene_27,gene_198
gene_27,gene_199
gene_27,gene_200
gene_28,gene_29
gene_28,gene_30
gene_28,gene_31
gene_28,gene_32
gene_28,gene_33
gene_28,gene_34
gene_28,gene_35
gene_28,gene_36
gene_28,gene_37
gene_28,gene_38
gene_28,gene_39
gene_28,gene_40
gene_28,gene_41
gene_28,gene_42
gene_28,gene_43
gene_28,gene_44
gene_28,gene_45
gene_28,gene_46
gene_28,gene_47
gene_28,gene_48
gene_28,gene_49
gene_28,gene_50
gene_28,gene_51
gene_28,gene_52
gene_28,gene_53
gene_28,gene_54
gene_28,gene_55
gene_28,gene_56
gene_28,gene_57
gene_28,gene_58
gene_28,gene_59
gene_28,gene_60
gene_28,gene_61
gene_28,gene_62
gene_28,gene_63
gene_28,gene_64
gene_28,gene_65
gene_28,gene_66
gene_28,gene_67
gene_28,gene_68
gene_28,gene_69
gene_28,gene_70
gene_28,gene_71
gene_28,gene_72
gene_28,gene_73
gene_28,gene_74
gene_28,gene_75
gene_28,gene_76
gene_28,gene_77
gene_28,gene_78
gene_28,gene_79
gene_28,gene_80
gene_28,gene_81
gene_28,gene_82
gene_28,gene_83
gene_28,gene_84
gene_28,gene_85
gene_28,gene_86
gene_28,gene_87
gene_28,gene_88
gene_28,gene_89
gene_28,gene_90
gene_28,gene_91
gene_28,gene_92
gene_28,gene_93
gene_28,gene_94
gene_28,gene_95
gene_28,gene_96
gene_28,gene_97
gene_28,gene_98
gene_28,gene_99
gene_28,gene_100
gene_28,gene_101
gene_28,gene_102
gene_28,gene_103
gene_28,gene_104
gene_28,gene_105
gene_28,gene_106
gene_28,gene_107
gene_28,gene_108
gene_28,gene_109
gene_28,gene_110
gene_28,gene_111
gene_28,gene_112
gene_28,gene_113
gene_28,gene_114
gene_28,gene_115
gene_28,gene_116
gene_28,gene_117
gene_28,gene_118
gene_28,gene_119
gene_28,gene_120
gene_28,gene_121
gene_28,gene_122
gene_28,gene_123
gene_28,gene_124
gene_28,gene_125
gene_28,gene_126
gene_28,gene_127
gene_28,gene_128
gene_28,gene_129
gene_28,gene_130
gene_28,gene_131
gene_28,gene_132
gene_28,gene_133
gene_28,gene_134
gene_28,gene_135
gene_28,gene_136
gene_28,gene_137
gene_28,gene_138
gene_28,gene_139
gene_28,gene_140
gene_28,gene_141
gene_28,gene_142
gene_28,gene_143
gene_28,gene_144
gene_28,gene_145
gene_28,gene_146
gene_28,gene_147
gene_28,gene_148
gene_28,gene_149
gene_28,gene_150
gene_28,gene_151
gene_28,gene_152
gene_28,gene_153
gene_28,gene_154
gene_28,gene_155
gene_28,gene_156
gene_28,gene_157
gene_28,gene_158
gene_28,gene_159
gene_28,gene_160
gene_28,gene_161
gene_28,gene_162
gene_28,gene_163
gene_28,gene_164
gene_28,gene_165
gene_28,gene_166
gene_28,gene_167
gene_28,gene_168
gene_28,gene_169
gene_28,gene_170
gene_28,gene_171
gene_28,gene_172
gene_28,gene_173
gene_28,gene_174
gene_28,gene_175
gene_28,gene_176
gene_28,gene_177
gene_28,gene_178
gene_28,gene_179
gene_28,gene_180
gene_28,gene_181
gene_28,gene_182
gene_28,gene_183
gene_28,gene_184
gene_28,gene_185
gene_28,gene_186
gene_28,gene_187
gene_28,gene_188
gene_28,gene_189
gene_28,gene_190
gene_28,gene_191
gene_28,gene_192
gene_28,gene_193
gene_28,gene_194
gene_28,gene_195
gene_28,gene_196
gene_28,gene_197
gene_28,gene_198
gene_28,gene_199
gene_28,gene_200
gene_29,gene_30
gene_29,gene_31
gene_29,gene_32
gene_29,gene_33
gene_29,gene_34
gene_29,gene_35
gene_29,gene_36
gene_29,gene_37
gene_29,gene_38
gene_29,gene_39
gene_29,gene_40
gene_29,gene_41
gene_29,gene_42
gene_29,gene_43
gene_29,gene_44
gene_29,gene_45
gene_29,gene_46
gene_29,gene_47
gene_29,gene_48
gene_29,gene_49
gene_29,gene_50
gene_29,gene_51
gene_29,gene_52
gene_29,gene_53
gene_29,gene_54
gene_29,gene_55
gene_29,gene_56
gene_29,gene_57
gene_29,gene_58
gene_29,gene_59
gene_29,gene_60
gene_29,gene_61
gene_29,gene_62
gene_29,gene_63
gene_29,gene_64
gene_29,gene_65
gene_29,gene_66
gene_29,gene_67
gene_29,gene_68
gene_29,gene_69
gene_29,gene_70
gene_29,gene_71
gene_29,gene_72
gene_29,gene_73
gene_29,gene_74
gene_29,gene_75
gene_29,gene_76
gene_29,gene_77
gene_29,gene_78
gene_29,gene_79
gene_29,gene_80
gene_29,gene_81
gene_29,gene_82
gene_29,gene_83
gene_29,gene_84
gene_29,gene_85
gene_29,gene_86
gene_29,gene_87
gene_29,gene_88
gene_29,gene_89
gene_29,gene_90
gene_29,gene_91
gene_29,gene_92
gene_29,gene_93
gene_29,gene_94
gene_29,gene_95
gene_29,gene_96
gene_29,gene_97
gene_29,gene_98
gene_29,gene_99
gene_29,gene_100
gene_29,gene_101
gene_29,gene_102
gene_29,gene_103
gene_29,gene_104
gene_29,gene_105
gene_29,gene_106
gene_29,gene_107
gene_29,gene_108
gene_29,gene_109
gene_29,gene_110
gene_29,gene_111
gene_29,gene_112
gene_29,gene_113
gene_29,gene_114
gene_29,gene_115
gene_29,gene_116
gene_29,gene_117
gene_29,gene_118
gene_29,gene_119
gene_29,gene_120
gene_29,gene_121
gene_29,gene_122
gene_29,gene_123
gene_29,gene_124
gene_29,gene_125
gene_29,gene_126
gene_29,gene_127
gene_29,gene_128
gene_29,gene_129
gene_29,gene_130
gene_29,gene_131
gene_29,gene_132
gene_29,gene_133
gene_29,gene_134
gene_29,gene_135
gene_29,gene_136
gene_29,gene_137
gene_29,gene_138
gene_29,gene_139
gene_29,gene_140
gene_29,gene_141
gene_29,gene_142
gene_29,gene_143
gene_29,gene_144
gene_29,gene_145
gene_29,gene_146
gene_29,gene_147
gene_29,gene_148
gene_29,gene_149
gene_29,gene_150
gene_29,gene_151
gene_29,gene_152
gene_29,gene_153
gene_29,gene_154
gene_29,gene_155
gene_29,gene_156
gene_29,gene_157
gene_29,gene_158
gene_29,gene_159
gene_29,gene_160
gene_29,gene_161
gene_29,gene_162
gene_29,gene_163
gene_29,gene_164
gene_29,gene_165
gene_29,gene_166
gene_29,gene_167
gene_29,gene_168
gene_29,gene_169
gene_29,gene_170
gene_29,gene_171
gene_29,gene_172
gene_29,gene_173
gene_29,gene_174
gene_29,gene_175
gene_29,gene_176
gene_29,gene_177
gene_29,gene_178
gene_29,gene_179
gene_29,gene_180
gene_29,gene_181
gene_29,gene_182
gene_29,gene_183
gene_29,gene_184
gene_29,gene_185
gene_29,gene_186
gene_29,gene_187
gene_29,gene_188
gene_29,gene_189
gene_29,gene_190
gene_29,gene_191
gene_29,gene_192
gene_29,gene_193
gene_29,gene_194
gene_29,gene_195
gene_29,gene_196
gene_29,gene_197
gene_29,gene_198
gene_29,gene_199
gene_29,gene_200
gene_30,gene_31
gene_30,gene_32
gene_30,gene_33
gene_30,gene_34
gene_30,gene_35
gene_30,gene_36
gene_30,gene_37
gene_30,gene_38
gene_30,gene_39
gene_30,gene_40
gene_30,gene_41
gene_30,gene_42
gene_30,gene_43
gene_30,gene_44
gene_30,gene_45
gene_30,gene_46
gene_30,gene_47
gene_30,gene_48
gene_30,gene_49
gene_30,gene_50
gene_30,gene_51
gene_30,gene_52
gene_30,gene_53
gene_30,gene_54
gene_30,gene_55
gene_30,gene_56
gene_30,gene_57
gene_30,gene_58
gene_30,gene_59
gene_30,gene_60
gene_30,gene_61
gene_30,gene_62
gene_30,gene_63
gene_30,gene_64
gene_30,gene_65
gene_30,gene_66
gene_30,gene_67
gene_30,gene_68
gene_30,gene_69
gene_30,gene_70
gene_30,gene_71
gene_30,gene_72
gene_30,gene_73
gene_30,gene_74
gene_30,gene_75
gene_30,gene_76
gene_30,gene_77
gene_30,gene_78
gene_30,gene_79
gene_30,gene_80
gene_30,gene_81
gene_30,gene_82
gene_30,gene_83
gene_30,gene_84
gene_30,gene_85
gene_30,gene_86
gene_30,gene_87
gene_30,gene_88
gene_30,gene_89
gene_30,gene_90
gene_30,gene_91
gene_30,gene_92
gene_30,gene_93
gene_30,gene_94
gene_30,gene_95
gene_30,gene_96
gene_30,gene_97
gene_30,gene_98
gene_30,gene_99
gene_30,gene_100
gene_30,gene_101
gene_30,gene_102
gene_30,gene_103
gene_30,gene_104
gene_30,gene_105
gene_30,gene_106
gene_30,gene_107
gene_30,gene_108
gene_30,gene_109
gene_30,gene_110
gene_30,gene_111
gene_30,gene_112
gene_30,gene_113
gene_30,gene_114
gene_30,gene_115
gene_30,gene_116
gene_30,gene_117
gene_30,gene_118
gene_30,gene_119
gene_30,gene_120
gene_30,gene_121
gene_30,gene_122
gene_30,gene_123
gene_30,gene_124
gene_30,gene_125
gene_30,gene_126
gene_30,gene_127
gene_30,gene_128
gene_30,gene_129
gene_30,gene_130
gene_30,gene_131
gene_30,gene_132
gene_30,gene_133
gene_30,gene_134
gene_30,gene_135
gene_30,gene_136
gene_30,gene_137
gene_30,gene_138
gene_30,gene_139
gene_30,gene_140
gene_30,gene_141
gene_30,gene_142
gene_30,gene_143
gene_30,gene_144
gene_30,gene_145
gene_30,gene_146
gene_30,gene_147
gene_30,gene_148
gene_30,gene_149
gene_30,gene_150
gene_30,gene_151
gene_30,gene_152
gene_30,gene_153
gene_30,gene_154
gene_30,gene_155
gene_30,gene_156
gene_30,gene_157
gene_30,gene_158
gene_30,gene_159
gene_30,gene_160
gene_30,gene_161
gene_30,gene_162
gene_30,gene_163
gene_30,gene_164
gene_30,gene_165
gene_30,gene_166
gene_30,gene_167
gene_30,gene_168
gene_30,gene_169
gene_30,gene_170
gene_30,gene_171
gene_30,gene_172
gene_30,gene_173
gene_30,gene_174
gene_30,gene_175
gene_30,gene_176
gene_30,gene_177
gene_30,gene_178
gene_30,gene_179
gene_30,gene_180
gene_30,gene_181
gene_30,gene_182
gene_30,gene_183
gene_30,gene_184
gene_30,gene_185
gene_30,gene_186
gene_30,gene_187
gene_30,gene_188
gene_30,gene_189
gene_30,gene_190
gene_30,gene_191
gene_30,gene_192
gene_30,gene_193
gene_30,gene_194
gene_30,gene_195
gene_30,gene_196
gene_30,gene_197
gene_30,gene_198
gene_30,gene_199
gene_30,gene_200
gene_31,gene_32
gene_31,gene_33
gene_31,gene_34
gene_31,gene_35
gene_31,gene_36
gene_31,gene_37
gene_31,gene_38
gene_31,gene_39
gene_31,gene_40
gene_31,gene_41
gene_31,gene_42
gene_31,gene_43
gene_31,gene_44
gene_31,gene_45
gene_31,gene_46
gene_31,gene_47
gene_31,gene_48
gene_31,gene_49
gene_31,gene_50
gene_31,gene_51
gene_31,gene_52
gene_31,gene_53
gene_31,gene_54
gene_31,gene_55
gene_31,gene_56
gene_31,gene_57
gene_31,gene_58
gene_31,gene_59
gene_31,gene_60
gene_31,gene_61
gene_31,gene_62
gene_31,gene_63
gene_31,gene_64
gene_31,gene_65
gene_31,gene_66
gene_31,gene_67
gene_31,gene_68
gene_31,gene_69
gene_31,gene_70
gene_31,gene_71
gene_31,gene_72
gene_31,gene_73
gene_31,gene_74
gene_31,gene_75
gene_31,gene_76
gene_31,gene_77
gene_31,gene_78
gene_31,gene_79
gene_31,gene_80
gene_31,gene_81
gene_31,gene_82
gene_31,gene_83
gene_31,gene_84
gene_31,gene_85
gene_31,gene_86
gene_31,gene_87
gene_31,gene_88
gene_31,gene_89
gene_31,gene_90
gene_31,gene_91
gene_31,gene_92
gene_31,gene_93
gene_31,gene_94
gene_31,gene_95
gene_31,gene_96
gene_31,gene_97
gene_31,gene_98
gene_31,gene_99
gene_31,gene_100
gene_31,gene_101
gene_31,gene_102
gene_31,gene_103
gene_31,gene_104
gene_31,gene_105
gene_31,gene_106
gene_31,gene_107
gene_31,gene_108
gene_31,gene_109
gene_31,gene_110
gene_31,gene_111
gene_31,gene_112
gene_31,gene_113
gene_31,gene_114
gene_31,gene_115
gene_31,gene_116
gene_31,gene_117
gene_31,gene_118
gene_31,gene_119
gene_31,gene_120
gene_31,gene_121
gene_31,gene_122
gene_31,gene_123
gene_31,gene_124
gene_31,gene_125
gene_31,gene_126
gene_31,gene_127
gene_31,gene_128
gene_31,gene_129
gene_31,gene_130
gene_31,gene_131
gene_31,gene_132
gene_31,gene_133
gene_31,gene_134
gene_31,gene_135
gene_31,gene_136
gene_31,gene_137
gene_31,gene_138
gene_31,gene_139
gene_31,gene_140
gene_31,gene_141
gene_31,gene_142
gene_31,gene_143
gene_31,gene_144
gene_31,gene_145
gene_31,gene_146
gene_31,gene_147
gene_31,gene_148
gene_31,gene_149
gene_31,gene_150
gene_31,gene_151
gene_31,gene_152
gene_31,gene_153
gene_31,gene_154
gene_31,gene_155
gene_31,gene_156
gene_31,gene_157
gene_31,gene_158
gene_31,gene_159
gene_31,gene_160
gene_31,gene_161
gene_31,gene_162
gene_31,gene_163
gene_31,gene_164
gene_31,gene_165
gene_31,gene_166
gene_31,gene_167
gene_31,gene_168
gene_31,gene_169
gene_31,gene_170
gene_31,gene_171
gene_31,gene_172
gene_31,gene_173
gene_31,gene_174
gene_31,gene_175
gene_31,gene_176
gene_31,gene_177
gene_31,gene_178
gene_31,gene_179
gene_31,gene_180
gene_31,gene_181
gene_31,gene_182
gene_31,gene_183
gene_31,gene_184
gene_31,gene_185
gene_31,gene_186
gene_31,gene_187
gene_31,gene_188
gene_31,gene_189
gene_31,gene_190
gene_31,gene_191
gene_31,gene_192
gene_31,gene_193
gene_31,gene_194
gene_31,gene_195
gene_31,gene_196
gene_31,gene_197
gene_31,gene_198
gene_31,gene_199
gene_31,gene_200
gene_32,gene_33
gene_32,gene_34
gene_32,gene_35
gene_32,gene_36
gene_32,gene_37
gene_32,gene_38
gene_32,gene_39
gene_32,gene_40
gene_32,gene_41
gene_32,gene_42
gene_32,gene_43
gene_32,gene_44
gene_32,gene_45
gene_32,gene_46
gene_32,gene_47
gene_32,gene_48
gene_32,gene_49
gene_32,gene_50
gene_32,gene_51
gene_32,gene_52
gene_32,gene_53
gene_32,gene_54
gene_32,gene_55
gene_32,gene_56
gene_32,gene_57
gene_32,gene_58
gene_32,gene_59
gene_32,gene_60
gene_32,gene_61
gene_32,gene_62
gene_32,gene_63
gene_32,gene_64
gene_32,gene_65
gene_32,gene_66
gene_32,gene_67
gene_32,gene_68
gene_32,gene_69
gene_32,gene_70
gene_32,gene_71
gene_32,gene_72
gene_32,gene_73
gene_32,gene_74
gene_32,gene_75
gene_32,gene_76
gene_32,gene_77
gene_32,gene_78
gene_32,gene_79
gene_32,gene_80
gene_32,gene_81
gene_32,gene_82
gene_32,gene_83
gene_32,gene_84
gene_32,gene_85
gene_32,gene_86
gene_32,gene_87
gene_32,gene_88
gene_32,gene_89
gene_32,gene_90
gene_32,gene_91
gene_32,gene_92
gene_32,gene_93
gene_32,gene_94
gene_32,gene_95
gene_32,gene_96
gene_32,gene_97
gene_32,gene_98
gene_32,gene_99
gene_32,gene_100
gene_32,gene_101
gene_32,gene_102
gene_32,gene_103
gene_32,gene_104
gene_32,gene_105
gene_32,gene_106
gene_32,gene_107
gene_32,gene_108
gene_32,gene_109
gene_32,gene_110
gene_32,gene_111
gene_32,gene_112
gene_32,gene_113
gene_32,gene_114
gene_32,gene_115
gene_32,gene_116
gene_32,gene_117
gene_32,gene_118
gene_32,gene_119
gene_32,gene_120
gene_32,gene_121
gene_32,gene_122
gene_32,gene_123
gene_32,gene_124
gene_32,gene_125
gene_32,gene_126
gene_32,gene_127
gene_32,gene_128
gene_32,gene_129
gene_32,gene_130
gene_32,gene_131
gene_32,gene_132
gene_32,gene_133
gene_32,gene_134
gene_32,gene_135
gene_32,gene_136
gene_32,gene_137
gene_32,gene_138
gene_32,gene_139
gene_32,gene_140
gene_32,gene_141
gene_32,gene_142
gene_32,gene_143
gene_32,gene_144
gene_32,gene_145
gene_32,gene_146
gene_32,gene_147
gene_32,gene_148
gene_32,gene_149
gene_32,gene_150
gene_32,gene_151
gene_32,gene_152
gene_32,gene_153
gene_32,gene_154
gene_32,gene_155
gene_32,gene_156
gene_32,gene_157
gene_32,gene_158
gene_32,gene_159
gene_32,gene_160
gene_32,gene_161
gene_32,gene_162
gene_32,gene_163
gene_32,gene_164
gene_32,gene_165
gene_32,gene_166
gene_32,gene_167
gene_32,gene_168
gene_32,gene_169
gene_32,gene_170
gene_32,gene_171
gene_32,gene_172
gene_32,gene_173
gene_32,gene_174
gene_32,gene_175
gene_32,gene_176
gene_32,gene_177
gene_32,gene_178
gene_32,gene_179
gene_32,gene_180
gene_32,gene_181
gene_32,gene_182
gene_32,gene_183
gene_32,gene_184
gene_32,gene_185
gene_32,gene_186
gene_32,gene_187
gene_32,gene_188
gene_32,gene_189
gene_32,gene_190
gene_32,gene_191
gene_32,gene_192
gene_32,gene_193
gene_32,gene_194
gene_32,gene_195
gene_32,gene_196
gene_32,gene_197
gene_32,gene_198
gene_32,gene_199
gene_32,gene_200
gene_33,gene_34
gene_33,gene_35
gene_33,gene_36
gene_33,gene_37
gene_33,gene_38
gene_33,gene_39
gene_33,gene_40
gene_33,gene_41
gene_33,gene_42
gene_33,gene_43
gene_33,gene_44
gene_33,gene_45
gene_33,gene_46
gene_33,gene_47
gene_33,gene_48
gene_33,gene_49
gene_33,gene_50
gene_33,gene_51
gene_33,gene_52
gene_33,gene_53
gene_33,gene_54
gene_33,gene_55
gene_33,gene_56
gene_33,gene_57
gene_33,gene_58
gene_33,gene_59
gene_33,gene_60
gene_33,gene_61
gene_33,gene_62
gene_33,gene_63
gene_33,gene_64
gene_33,gene_65
gene_33,gene_66
gene_33,gene_67
gene_33,gene_68
gene_33,gene_69
gene_33,gene_70
gene_33,gene_71
gene_33,gene_72
gene_33,gene_73
gene_33,gene_74
gene_33,gene_75
gene_33,gene_76
gene_33,gene_77
gene_33,gene_78
gene_33,gene_79
gene_33,gene_80
gene_33,gene_81
gene_33,gene_82
gene_33,gene_83
gene_33,gene_84
gene_33,gene_85
gene_33,gene_86
gene_33,gene_87
gene_33,gene_88
gene_33,gene_89
gene_33,gene_90
gene_33,gene_91
gene_33,gene_92
gene_33,gene_93
gene_33,gene_94
gene_33,gene_95
gene_33,gene_96
gene_33,gene_97
gene_33,gene_98
gene_33,gene_99
gene_33,gene_100
gene_33,gene_101
gene_33,gene_102
gene_33,gene_103
gene_33,gene_104
gene_33,gene_105
gene_33,gene_106
gene_33,gene_107
gene_33,gene_108
gene_33,gene_109
gene_33,gene_110
gene_33,gene_111
gene_33,gene_112
gene_33,gene_113
gene_33,gene_114
gene_33,gene_115
gene_33,gene_116
gene_33,gene_117
gene_33,gene_118
gene_33,gene_119
gene_33,gene_120
gene_33,gene_121
gene_33,gene_122
gene_33,gene_123
gene_33,gene_124
gene_33,gene_125
gene_33,gene_126
gene_33,gene_127
gene_33,gene_128
gene_33,gene_129
gene_33,gene_130
gene_33,gene_131
gene_33,gene_132
gene_33,gene_133
gene_33,gene_134
gene_33,gene_135
gene_33,gene_136
gene_33,gene_137
gene_33,gene_138
gene_33,gene_139
gene_33,gene_140
gene_33,gene_141
gene_33,gene_142
gene_33,gene_143
gene_33,gene_144
gene_33,gene_145
gene_33,gene_146
gene_33,gene_147
gene_33,gene_148
gene_33,gene_149
gene_33,gene_150
gene_33,gene_151
gene_33,gene_152
gene_33,gene_153
gene_33,gene_154
gene_33,gene_155
gene_33,gene_156
gene_33,gene_157
gene_33,gene_158
gene_33,gene_159
gene_33,gene_160
gene_33,gene_161
gene_33,gene_162
gene_33,gene_163
gene_33,gene_164
gene_33,gene_165
gene_33,gene_166
gene_33,gene_167
gene_33,gene_168
gene_33,gene_169
gene_33,gene_170
gene_33,gene_171
gene_33,gene_172
gene_33,gene_173
gene_33,gene_174
gene_33,gene_175
gene_33,gene_176
gene_33,gene_177
gene_33,gene_178
gene_33,gene_179
gene_33,gene_180
gene_33,gene_181
gene_33,gene_182
gene_33,gene_183
gene_33,gene_184
gene_33,gene_185
gene_33,gene_186
gene_33,gene_187
gene_33,gene_188
gene_33,gene_189
gene_33,gene_190
gene_33,gene_191
gene_33,gene_192
gene_33,gene_193
gene_33,gene_194
gene_33,gene_195
gene_33,gene_196
gene_33,gene_197
gene_33,gene_198
gene_33,gene_199
gene_33,gene_200
gene_34,gene_35
gene_34,gene_36
gene_34,gene_37
gene_34,gene_38
gene_34,gene_39
gene_34,gene_40
gene_34,gene_41
gene_34,gene_42
gene_34,gene_43
gene_34,gene_44
gene_34,gene_45
gene_34,gene_46
gene_34,gene_47
gene_34,gene_48
gene_34,gene_49
gene_34,gene_50
gene_34,gene_51
gene_34,gene_52
gene_34,gene_53
gene_34,gene_54
gene_34,gene_55
gene_34,gene_56
gene_34,gene_57
gene_34,gene_58
gene_34,gene_59
gene_34,gene_60
gene_34,gene_61
gene_34,gene_62
gene_34,gene_63
gene_34,gene_64
gene_34,gene_65
gene_34,gene_66
gene_34,gene_67
gene_34,gene_68
gene_34,gene_69
gene_34,gene_70
gene_34,gene_71
gene_34,gene_72
gene_34,gene_73
gene_34,gene_74
gene_34,gene_75
gene_34,gene_76
gene_34,gene_77
gene_34,gene_78
gene_34,gene_79
gene_34,gene_80
gene_34,gene_81
gene_34,gene_82
gene_34,gene_83
gene_34,gene_84
gene_34,gene_85
gene_34,gene_86
gene_34,gene_87
gene_34,gene_88
gene_34,gene_89
gene_34,gene_90
gene_34,gene_91
gene_34,gene_92
gene_34,gene_93
gene_34,gene_94
gene_34,gene_95
gene_34,gene_96
gene_34,gene_97
gene_34,gene_98
gene_34,gene_99
gene_34,gene_100
gene_34,gene_101
gene_34,gene_102
gene_34,gene_103
gene_34,gene_104
gene_34,gene_105
gene_34,gene_106
gene_34,gene_107
gene_34,gene_108
gene_34,gene_109
gene_34,gene_110
gene_34,gene_111
gene_34,gene_112
gene_34,gene_113
gene_34,gene_114
gene_34,gene_115
gene_34,gene_116
gene_34,gene_117
gene_34,gene_118
gene_34,gene_119
gene_34,gene_120
gene_34,gene_121
gene_34,gene_122
gene_34,gene_123
gene_34,gene_124
gene_34,gene_125
gene_34,gene_126
gene_34,gene_127
gene_34,gene_128
gene_34,gene_129
gene_34,gene_130
gene_34,gene_131
gene_34,gene_132
gene_34,gene_133
gene_34,gene_134
gene_34,gene_135
gene_34,gene_136
gene_34,gene_137
gene_34,gene_138
gene_34,gene_139
gene_34,gene_140
gene_34,gene_141
gene_34,gene_142
gene_34,gene_143
gene_34,gene_144
gene_34,gene_145
gene_34,gene_146
gene_34,gene_147
gene_34,gene_148
gene_34,gene_149
gene_34,gene_150
gene_34,gene_151
gene_34,gene_152
gene_34,gene_153
gene_34,gene_154
gene_34,gene_155
gene_34,gene_156
gene_34,gene_157
gene_34,gene_158
gene_34,gene_159
gene_34,gene_160
gene_34,gene_161
gene_34,gene_162
gene_34,gene_163
gene_34,gene_164
gene_34,gene_165
gene_34,gene_166
gene_34,gene_167
gene_34,gene_168
gene_34,gene_169
gene_34,gene_170
gene_34,gene_171
gene_34,gene_172
gene_34,gene_173
gene_34,gene_174
gene_34,gene_175
gene_34,gene_176
gene_34,gene_177
gene_34,gene_178
gene_34,gene_179
gene_34,gene_180
gene_34,gene_181
gene_34,gene_182
gene_34,gene_183
gene_34,gene_184
gene_34,gene_185
gene_34,gene_186
gene_34,gene_187
gene_34,gene_188
gene_34,gene_189
gene_34,gene_190
gene_34,gene_191
gene_34,gene_192
gene_34,gene_193
gene_34,gene_194
gene_34,gene_195
gene_34,gene_196
gene_34,gene_197
gene_34,gene_198
gene_34,gene_199
gene_34,gene_200
gene_35,gene_36
gene_35,gene_37
gene_35,gene_38
gene_35,gene_39
gene_35,gene_40
gene_35,gene_41
gene_35,gene_42
gene_35,gene_43
gene_35,gene_44
gene_35,gene_45
gene_35,gene_46
gene_35,gene_47
gene_35,gene_48
gene_35,gene_49
gene_35,gene_50
gene_35,gene_51
gene_35,gene_52
gene_35,gene_53
gene_35,gene_54
gene_35,gene_55
gene_35,gene_56
gene_35,gene_57
gene_35,gene_58
gene_35,gene_59
gene_35,gene_60
gene_35,gene_61
gene_35,gene_62
gene_35,gene_63
gene_35,gene_64
gene_35,gene_65
gene_35,gene_66
gene_35,gene_67
gene_35,gene_68
gene_35,gene_69
gene_35,gene_70
gene_35,gene_71
gene_35,gene_72
gene_35,gene_73
gene_35,gene_74
gene_35,gene_75
gene_35,gene_76
gene_35,gene_77
gene_35,gene_78
gene_35,gene_79
gene_35,gene_80
gene_35,gene_81
gene_35,gene_82
gene_35,gene_83
gene_35,gene_84
gene_35,gene_85
gene_35,gene_86
gene_35,gene_87
gene_35,gene_88
gene_35,gene_89
gene_35,gene_90
gene_35,gene_91
gene_35,gene_92
gene_35,gene_93
gene_35,gene_94
gene_35,gene_95
gene_35,gene_96
gene_35,gene_97
gene_35,gene_98
gene_35,gene_99
gene_35,gene_100
gene_35,gene_101
gene_35,gene_102
gene_35,gene_103
gene_35,gene_104
gene_35,gene_105
gene_35,gene_106
gene_35,gene_107
gene_35,gene_108
gene_35,gene_109
gene_35,gene_110
gene_35,gene_111
gene_35,gene_112
gene_35,gene_113
gene_35,gene_114
gene_35,gene_115
gene_35,gene_116
gene_35,gene_117
gene_35,gene_118
gene_35,gene_119
gene_35,gene_120
